smiles,minimizedAffinity
[CH2].[CH2].[CH2]c1cc(OC)c(NC2=N[C](Nc3cccnc3C(=O)NC)c3cc[nH]c3[N]2)cc1[N]C(=O)CN(C)C,-9.46464157
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,-8.21625805
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,-8.65095806
COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc([S@SP](N)(=O)=O)cc1,-8.28268909
[CH2]c1cccc(F)c1.[O]c1ccc(Nc2ncncc2C#Cc2ccccc2)cc1Cl,-10.0789938
CN(C)c1cc2c(cn1)[N]C=N[C]2Nc1ccc2c(cnn2Cc2ccccc2)c1,-9.61347961
FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,-10.5390139
Cc1ccc(O)cc1Nc1ccnc2cc(-c3ccccn3)ccc12,-8.71248436
COc1ccccc1Nc1ncc(-c2ccccc2)o1,-7.44299459
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1,-9.72381687
Cc1cccc2c1NC(=O)/C2=N\Nc1ccc([S@SP](N)(=O)=O)cc1,-8.39901638
[CH2].[CH2]N1C(=S)[N]C(c2ccc(F)cc2)=C1c1ccncc1,-8.0306921
[CH2].[CH2].[CH2].[CH2]C.[CH2][NH].[N].[N]=C([N]c1[c]c([C][O])cnc1)c1nonc1N,-8.38006115
[CH2].[CH2].[CH2].[CH2].[CH2].[CH]n1c(-c2nonc2N)nc2cnccc21,-7.65703678
Nc1nonc1[C][N]c1[c]ccn[c]1.[CH2].[CH2].[CH2].[CH2].[CH2]C.[N].[N],-7.50754833
[CH2].[CH2].[CH2][C][N].[CH2][S@SP](C)(=O)=O.[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1.[C].[N],-11.5587301
Clc1[c]ccc(N[C]2N=C[N]c3sc(-c4ccco4)cc32)c1.[CH2]c1cccc(F)c1.[O],-10.3796158
COc1cc2ncn(-c3cc(OCCc4ccccc4)c(C(N)=O)s3)c2cc1OC,-9.08121967
O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,-10.3038254
COc1ccc2ncn(-c3c[c]c(C(N)=O)s3)c2c1.C[CH]c1ccccc1C(F)(F)F.[O],-9.34209061
Nc1nc(-c2ccc(F)cc2)c(-c2ccc3ncccc3n2)s1,-8.03254223
COc1cc(/C=N/N[C]2N=C[N]c3c2cnn3-c2ccccc2)ccc1O,-8.08794212
Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc([C][N])c4)cc3)c2)o1,-9.32689381
[CH2].[CH2]N(C1=C(c2ccc(OC)cc2)C(=O)NC1=O)c1[c]cccc1,-8.07737827
N[S@SP](=O)(=O)c1cccc(-c2cc3ccncc3cc2OCc2ccccc2)c1,-8.81355095
COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)=O)cc4)n3C)ccc2c1,-7.88587523
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(O)c(Cl)c1,-8.46008968
COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,-8.38545799
[CH2].[CH2]Oc1cc(Nc2nccc(-c3c(-c4cccc(C(F)(F)F)c4)nn4ncccc34)n2)ccc1[O],-10.198617
COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1,-9.2784462
CN(C)c1cc2c(cn1)[N]C=N[C]2Nc1ccc2nc(Cc3ccccc3)[nH]c2c1,-9.84055614
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nc(-c3ccco3)ccc12,-7.65653419
[CH2].[CH3].[C]C(=O)Nc1n[nH]c2cc(-c3ccc([S@SP](N)(=O)=O)cc3)ccc12,-8.91466904
NC(=O)c1sc(-n2cnc3ccccc32)cc1[O].[CH2]c1cccc(OC)c1,-9.43913651
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ccc2[nH]1,-9.45139313
[CH2].[CH2].[CH2].[CH2][N][CH2].[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(F)c3)c2c1.[C].[O].[S],-10.9765654
NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br,-10.1240864
FC(F)(F)c1cccc(Nc2nccc(-c3cnn4n[c]ccc34)n2)c1.[CH2]C.[O],-9.49567509
[CH2].[CH2].[CH2].[CH2].[CH2]CCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1.[N].[O],-9.9086113
FC(F)(F)c1cccc(COc2ccc(Nc3ncnc4ccc(-c5cs[c]n5)cc34)cc2)c1.[CH2].[CH2][NH].[CH2][S@SP](C)(=O)=O,-11.8933296
CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,-10.0782499
O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,-8.25342941
[CH2].[CH2]/C(=C1/C(=O)Nc2ccccc21)c1[c]cc(O)cc1,-10.0129128
COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2s1,-9.63328743
Cc1cc(O)cc(C)c1/C=C/c1cncc(C(N)=O)c1,-8.24580574
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12,-7.62883854
Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,-10.1664991
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,-7.9554472
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1,-9.67513943
[CH2].[CH2].[CH2].[CH2]c1[c]sc(NC(=O)c2ccc(F)c3ccccc23)c1[C][N],-8.41179085
[CH2].[CH2]N(C1=C(c2ccc(Cl)cc2)C(=O)NC1=O)c1[c]cccc1,-7.91026592
[CH2].[CH2]C.[CH]O[C][O].[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1.[NH].[NH],-11.2341413
Cn1cc(/C=C2\C(=O)Nc3cccnc32)c2ccccc21,-7.62206364
Cc1ccc2c(c1)/C(=N/Nc1ccc([S@SP](N)(=O)=O)cc1)C(=O)N2,-8.50050545
O=C(Nc1ccc(OCc2ccccc2)cc1)Nc1cccc(C2=C(c3ccnc4[nH]ccc34)[CH]N=N2)c1.[CH2]C,-10.7344713
[CH2].[CH2].[CH2].[CH2]c1c([N])sc(NC(=O)c2cccc3ccccc23)c1[C][N].[CH3].[C].[C][O],-9.25211048
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccncc2)c1,-8.86639786
COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,-8.53794289
CCn1c(-c2nonc2N)nc2[c]nccc21.[CH2]C,-7.56555939
[CH2].[CH2].[CH2].[CH2][O].[CH]OC(=O)[N][CH2].[CH][CH2].[C][C]c1cc2ncnc(Nc3ccc4c(ccn4Cc4cc(F)ccc4F)c3)c2s1.[NH],-11.9838696
COc1cc(NC2=N[CH]c3c(C)nc(-c4cccc(C(F)(F)F)c4)n3[N]2)cc(OC)c1OC,-8.04276371
CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,-9.52351761
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2c1.[C].[NH],-12.2822409
COc1c[c]ccc1NC1=N[C](Nc2cc(F)ccc2C(N)=O)c2cc[nH]c2[N]1.[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N],-9.24989986
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccc(F)cc2)c1,-8.96496296
[CH2].[CH2].[CH2].[CH2]c1[c]sc(NC(=O)c2cccc3ccccc23)c1[C][N],-8.26576138
COc1cccc(-n2cnc3c2[N]C=N[C]3N/N=C/c2ccncc2)c1,-8.78797054
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nnc(-c3cccnc3)cc12,-8.14778233
COc1cc(C)c(N(C)C(=O)CN(C)C)cc1NC1=N[C](Nc2cccc(F)c2C(N)=O)c2cc[nH]c2[N]1,-8.67586136
CNC(=O)c1cncc(/C=C/c2c(C)cccc2C)c1,-8.10758781
COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,-8.26935577
O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,-9.62723827
[CH2].[CH2].[CH2].[CH2][N].[CH2][O].[CH]O[C][O].[CH][CH2].[C][C]c1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2s1.[NH],-11.2008343
Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,-9.50620079
[CH2].[CH2].[CH2].[CH2].[CH].[CH].[CH][N]/C(=C(\[N])c1ccnc(N)n1)c1ccc(F)cc1.[OH],-8.63028908
COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,-9.26281357
C=NC(C)C.COc1c[c]ccc1NC1=N[C](Nc2ccc(F)cc2C([NH])=O)c2cc[nH]c2[N]1.O[CH]CO.[CH2].[CH2].[CH2].[CH2][N],-9.6392746
[CH2]C.[N]=C([N]c1[c]cccc1)c1nonc1N,-7.40573788
COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c4c(c3c2c1)C(=O)NC4=O,-9.62454605
CNC(=O)c1cncc(/C=C/c2c(Cl)cccc2Cl)c1,-7.94558239
[CH2].[CH3].[C]C(=O)Nc1n[nH]c2cc(-c3ccc(N[S@SP](C)(=O)=O)cc3)ccc12,-8.53930187
CN(c1ccc(N[C][O])cc1)c1ccnc(Nc2ccc(C[S@SP](C)(=O)=O)cc2)n1.[CH2].[CH2]N(C)C.[NH],-9.3518858
[CH2].[CH2].[CH2].[CH2][NH].[CH]n1cnc(-c2ccc(F)cc2)c1-c1ccnc(N)n1,-7.96039295
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[C].[H]/[C]=C/O[C]c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1.[NH],-11.9426603
[CH2].[CH2][NH].[CH2][S@SP](C)(=O)=O.[c]1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,-11.5664921
Cc1cc(O)cc(C)c1/C=C/c1cncc(C2=N[N]N[N]2)c1,-8.97122574
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,-9.96040535
CC(C)=Cc1cccc2c1/C(=N/Nc1ccc([S@SP](N)(=O)=O)cc1)C(=O)N2,-8.86857414
[CH2].[CH2].[CH2].[CH2].[CH2][N].[CH]O[C][O].[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc(Cc4ccccc4)cc3)c2s1.[NH].[O],-11.0489311
C[N].[CH2].[CH2].[CH2].[CH2].[CH].[O][C]Nc1n[nH]c2nnc(-c3ccccc3)cc12,-9.21673775
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccc([S@SP](C)(=O)=O)cc2)c1,-8.38693905
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,-9.84306335
COc1cc(Cc2cnc(N)nc2N)ccc1[O].[CH2]c1ccc(OC)cc1,-10.7647953
COc1cccc(/C=N/N[C]2N=C[N]c3c2cnn3-c2cccc(OC)c2)c1,-8.46243954
[CH2].[CH2].[CH2].[CH2]C.[CH].[NH2].[N].[N]C(=O)c1[c]c([N][C]c2nonc2N)cnc1,-8.36189842
[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N].[O][C]Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,-10.5313473
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccc(C)cc2)c1,-8.9227562
O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cc(Cl)c(O)c(Cl)c1,-8.13346195
C.[CH2]C(C)(C)N[C]C.[CH].[CH]n1cnc(-c2ccc(F)cc2)c1-c1ccnc(N)n1,-8.67721844
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2cc(-c3ccccc3)ccc12,-9.23722363
CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,-8.9267292
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,-10.2611809
